gender,SeniorCitizen,Dependents,tenure,PhoneService,MultipleLines,InternetService,MonthlyCharges,Churn,gender_enc,Dependents_enc,PhoneService_enc,MultipleLines_enc,InternetService_enc,Churn_enc,Contract_One year,Contract_Two year,tenure_scaled,MonthlyCharges_scaled,Segment_Label,Segment_0,Segment_1,Segment_2,Segment_3
Female,0,Yes,51,Yes,No,DSL,70,No,0,1,1,0,0,0,False,False,0.758573602322752,0.174188007029819,"Loyal, High-Spend",False,False,True,False
Female,0,No,60,Yes,No,DSL,94,No,0,0,1,0,0,0,False,False,1.125056875803025,0.971808075412124,"Loyal, High-Spend",False,False,True,False
Male,0,No,17,Yes,Yes,Fiber optic,19,No,1,0,1,1,1,0,False,True,-0.62591876415828,-1.5207546382825785,"New, Low-Spend",False,True,False,False
Female,0,No,72,Yes,No,Fiber optic,21,No,0,0,1,0,1,0,False,False,1.6137012404433893,-1.45428629925072,"Loyal, Low-Spend (Stable)",False,False,False,True
Female,0,No,33,Yes,No,Fiber optic,104,Yes,0,0,1,0,1,1,False,False,0.0256070553622056,1.3041497705714176,"New, High-Spend (At-Risk)",True,False,False,False
Female,1,Yes,66,Yes,Yes,Fiber optic,105,No,0,1,1,1,1,0,False,False,1.369379058123207,1.3373839400873468,"Loyal, High-Spend",False,False,True,False
Female,0,Yes,69,Yes,Yes,Fiber optic,104,Yes,0,1,1,1,1,1,False,False,1.4915401492832985,1.3041497705714176,"Loyal, High-Spend",False,False,True,False
Male,0,No,5,Yes,No,DSL,70,Yes,1,0,1,0,0,1,True,False,-1.1145631287986442,0.174188007029819,"New, High-Spend (At-Risk)",True,False,False,False
Female,0,No,57,Yes,Yes,DSL,101,No,0,0,1,1,0,0,False,True,1.002895784642934,1.2044472620236295,"Loyal, High-Spend",False,False,True,False
Female,1,No,8,Yes,No,DSL,76,Yes,0,0,1,0,0,1,True,False,-0.9924020376385532,0.3735930241253952,"New, High-Spend (At-Risk)",True,False,False,False
Female,0,No,14,Yes,Yes,DSL,51,No,0,0,1,1,0,0,False,True,-0.748079855318371,-0.4572612137728389,"New, Low-Spend",False,True,False,False
Male,0,No,25,Yes,Yes,DSL,95,Yes,1,0,1,1,0,1,False,False,-0.3001558543980371,1.0050422449280532,"New, High-Spend (At-Risk)",True,False,False,False
Female,0,Yes,52,Yes,Yes,Fiber optic,20,No,0,1,1,1,1,0,False,False,0.7992939660427822,-1.4875204687666492,"Loyal, Low-Spend (Stable)",False,False,False,True
Female,1,No,7,Yes,No,DSL,76,Yes,0,0,1,0,0,1,False,False,-1.0331224013585834,0.3735930241253952,"New, High-Spend (At-Risk)",True,False,False,False
Male,0,No,13,Yes,No,Fiber optic,80,Yes,1,0,1,0,1,1,False,False,-0.7888002190384014,0.5065297021891128,"New, High-Spend (At-Risk)",True,False,False,False
Female,1,No,15,Yes,Yes,DSL,90,Yes,0,0,1,1,0,1,False,True,-0.7073594915983407,0.8388713973484064,"New, High-Spend (At-Risk)",True,False,False,False
Male,0,No,22,Yes,Yes,DSL,55,Yes,1,0,1,1,0,1,False,True,-0.4223169455581282,-0.3243245357091214,"New, Low-Spend",False,True,False,False
Female,0,No,19,Yes,Yes,Fiber optic,20,No,0,0,1,1,1,0,False,False,-0.5444780367182193,-1.4875204687666492,"New, Low-Spend",False,True,False,False
Male,0,Yes,23,No,No,Fiber optic,30,No,1,1,0,0,1,0,False,False,-0.3815965818380978,-1.1551787736073555,"New, Low-Spend",False,True,False,False
Female,0,No,72,Yes,Yes,DSL,114,No,0,0,1,1,0,0,False,False,1.6137012404433893,1.6364914657307112,"Loyal, High-Spend",False,False,True,False
Male,1,No,72,Yes,Yes,Fiber optic,98,No,1,0,1,1,1,0,False,False,1.6137012404433893,1.1047447534758412,"Loyal, High-Spend",False,False,True,False
Female,0,Yes,59,Yes,No,DSL,97,No,0,1,1,0,0,0,True,False,1.0843365120829946,1.071510583959912,"Loyal, High-Spend",False,False,True,False
Female,0,Yes,70,Yes,Yes,Fiber optic,75,No,0,1,1,1,1,0,False,False,1.5322605130033284,0.3403588546094659,"Loyal, High-Spend",False,False,True,False
Male,0,Yes,70,Yes,Yes,Fiber optic,101,No,1,1,1,1,1,0,True,False,1.5322605130033284,1.2044472620236295,"Loyal, High-Spend",False,False,True,False
Male,0,Yes,9,Yes,Yes,Fiber optic,103,No,1,1,1,1,1,0,True,False,-0.9516816739185228,1.270915601055488,"New, High-Spend (At-Risk)",True,False,False,False
Female,0,No,3,Yes,Yes,DSL,25,No,0,0,1,1,0,0,False,True,-1.1960038562387048,-1.3213496211870024,"New, Low-Spend",False,True,False,False
Male,1,No,17,Yes,Yes,Fiber optic,102,No,1,0,1,1,1,0,False,True,-0.62591876415828,1.2376814315395588,"New, High-Spend (At-Risk)",True,False,False,False
Female,0,Yes,28,Yes,Yes,Fiber optic,70,No,0,1,1,1,1,0,False,False,-0.1779947632379461,0.174188007029819,"New, High-Spend (At-Risk)",True,False,False,False
Female,0,No,10,Yes,Yes,Fiber optic,54,No,0,0,1,1,1,0,False,False,-0.9109613101984924,-0.3575587052250508,"New, Low-Spend",False,True,False,False
Male,0,Yes,11,Yes,No,DSL,21,No,1,1,1,0,0,0,False,True,-0.8702409464784621,-1.45428629925072,"New, Low-Spend",False,True,False,False
Male,1,No,72,Yes,No,DSL,103,No,1,0,1,0,0,0,True,False,1.6137012404433893,1.270915601055488,"Loyal, High-Spend",False,False,True,False
Male,0,No,8,Yes,Yes,Fiber optic,70,Yes,1,0,1,1,1,1,False,False,-0.9924020376385532,0.174188007029819,"New, High-Spend (At-Risk)",True,False,False,False
Male,1,No,69,Yes,No,DSL,20,No,1,0,1,0,0,0,False,False,1.4915401492832985,-1.4875204687666492,"Loyal, Low-Spend (Stable)",False,False,False,True
Female,0,Yes,39,Yes,Yes,Fiber optic,20,No,0,1,1,1,1,0,True,False,0.2699292376823877,-1.4875204687666492,"Loyal, Low-Spend (Stable)",False,False,False,True
Male,0,Yes,67,No,No,DSL,51,No,1,1,0,0,0,0,False,True,1.4100994218432374,-0.4572612137728389,"Loyal, Low-Spend (Stable)",False,False,False,True
Male,0,No,39,Yes,No,DSL,20,No,1,0,1,0,0,0,False,True,0.2699292376823877,-1.4875204687666492,"Loyal, Low-Spend (Stable)",False,False,False,True
Male,0,Yes,54,Yes,No,Fiber optic,66,No,1,1,1,0,1,0,False,False,0.880734693482843,0.0412513289661016,"Loyal, High-Spend",False,False,True,False
Female,0,No,1,Yes,No,DSL,74,Yes,0,0,1,0,0,1,False,False,-1.2774445836787656,0.3071246850935365,"New, High-Spend (At-Risk)",True,False,False,False
Female,0,Yes,72,No,No,DSL,60,No,0,1,0,0,0,0,True,False,1.6137012404433893,-0.1581536881294745,"Loyal, Low-Spend (Stable)",False,False,False,True
Male,0,No,10,Yes,Yes,Fiber optic,99,Yes,1,0,1,1,1,1,False,True,-0.9109613101984924,1.1379789229917707,"New, High-Spend (At-Risk)",True,False,False,False
Male,0,Yes,13,Yes,Yes,DSL,97,Yes,1,1,1,1,0,1,False,True,-0.7888002190384014,1.071510583959912,"New, High-Spend (At-Risk)",True,False,False,False
Female,0,No,35,Yes,No,DSL,99,No,0,0,1,0,0,0,False,False,0.1070477828022663,1.1379789229917707,"Loyal, High-Spend",False,False,True,False
Male,0,Yes,12,No,Yes,Fiber optic,36,No,1,1,0,1,1,0,True,False,-0.8295205827584317,-0.9557737565117794,"New, Low-Spend",False,True,False,False
Male,0,No,31,Yes,No,DSL,91,No,1,0,1,0,0,0,True,False,-0.055833672077855,0.8721055668643357,"New, High-Spend (At-Risk)",True,False,False,False
Female,0,Yes,53,Yes,No,DSL,108,No,0,1,1,0,0,0,False,False,0.8400143297628127,1.437086448635135,"Loyal, High-Spend",False,False,True,False
Male,0,No,1,Yes,No,DSL,20,No,1,0,1,0,0,0,False,False,-1.2774445836787656,-1.4875204687666492,"New, Low-Spend",False,True,False,False
Male,0,No,30,Yes,Yes,DSL,20,No,1,0,1,1,0,0,True,False,-0.0965540357978854,-1.4875204687666492,"New, Low-Spend",False,True,False,False
Female,0,No,46,Yes,No,Fiber optic,75,No,0,0,1,0,1,0,False,False,0.5549717837226001,0.3403588546094659,"Loyal, High-Spend",False,False,True,False
Female,0,No,19,Yes,No,DSL,90,Yes,0,0,1,0,0,1,False,False,-0.5444780367182193,0.8388713973484064,"New, High-Spend (At-Risk)",True,False,False,False
Female,0,No,23,Yes,No,Fiber optic,54,No,0,0,1,0,1,0,False,False,-0.3815965818380978,-0.3575587052250508,"New, Low-Spend",False,True,False,False
Female,1,No,15,Yes,No,Fiber optic,55,Yes,0,0,1,0,1,1,False,False,-0.7073594915983407,-0.3243245357091214,"New, Low-Spend",False,True,False,False
Male,0,No,48,Yes,No,DSL,20,No,1,0,1,0,0,0,False,True,0.6364125111626608,-1.4875204687666492,"Loyal, Low-Spend (Stable)",False,False,False,True
Male,0,Yes,25,Yes,Yes,Fiber optic,96,Yes,1,1,1,1,1,1,False,False,-0.3001558543980371,1.0382764144439829,"New, High-Spend (At-Risk)",True,False,False,False
Male,0,No,52,Yes,No,DSL,105,Yes,1,0,1,0,0,1,True,False,0.7992939660427822,1.3373839400873468,"Loyal, High-Spend",False,False,True,False
Male,0,No,12,Yes,No,DSL,82,Yes,1,0,1,0,0,1,False,True,-0.8295205827584317,0.5729980412209714,"New, High-Spend (At-Risk)",True,False,False,False
Female,0,No,48,Yes,No,DSL,25,No,0,0,1,0,0,0,False,True,0.6364125111626608,-1.3213496211870024,"Loyal, Low-Spend (Stable)",False,False,False,True
Female,0,No,38,Yes,No,DSL,20,No,0,0,1,0,0,0,False,False,0.2292088739623573,-1.4875204687666492,"Loyal, Low-Spend (Stable)",False,False,False,True
Female,0,No,18,No,No,Fiber optic,35,No,0,0,0,0,1,0,False,False,-0.5851984004382496,-0.9890079260277088,"New, Low-Spend",False,True,False,False
Female,0,No,45,Yes,No,Fiber optic,50,No,0,0,1,0,1,0,False,False,0.5142514200025698,-0.4904953832887682,"Loyal, Low-Spend (Stable)",False,False,False,True
Male,0,No,12,Yes,Yes,DSL,90,No,1,0,1,1,0,0,False,True,-0.8295205827584317,0.8388713973484064,"New, High-Spend (At-Risk)",True,False,False,False
Female,1,No,66,Yes,Yes,Fiber optic,102,No,0,0,1,1,1,0,False,False,1.369379058123207,1.2376814315395588,"Loyal, High-Spend",False,False,True,False
Female,0,No,72,Yes,Yes,Fiber optic,20,No,0,0,1,1,1,0,False,True,1.6137012404433893,-1.4875204687666492,"Loyal, Low-Spend (Stable)",False,False,False,True
Female,0,No,70,No,Yes,Fiber optic,45,No,0,0,0,1,1,0,False,False,1.5322605130033284,-0.6566662308684151,"Loyal, Low-Spend (Stable)",False,False,False,True
Female,0,No,27,Yes,Yes,DSL,90,No,0,0,1,1,0,0,True,False,-0.2187151269579764,0.8388713973484064,"New, High-Spend (At-Risk)",True,False,False,False
Male,0,No,1,Yes,No,DSL,20,No,1,0,1,0,0,0,False,False,-1.2774445836787656,-1.4875204687666492,"New, Low-Spend",False,True,False,False
Male,1,No,13,Yes,No,DSL,95,Yes,1,0,1,0,0,1,False,True,-0.7888002190384014,1.0050422449280532,"New, High-Spend (At-Risk)",True,False,False,False
Female,0,Yes,65,Yes,No,Fiber optic,90,No,0,1,1,0,1,0,False,False,1.3286586944031769,0.8388713973484064,"Loyal, High-Spend",False,False,True,False
Female,0,Yes,14,Yes,No,DSL,70,No,0,1,1,0,0,0,False,False,-0.748079855318371,0.174188007029819,"New, High-Spend (At-Risk)",True,False,False,False
Female,0,Yes,17,Yes,No,DSL,85,Yes,0,1,1,0,0,1,False,False,-0.62591876415828,0.6727005497687596,"New, High-Spend (At-Risk)",True,False,False,False
Female,0,No,31,Yes,Yes,Fiber optic,21,No,0,0,1,1,1,0,True,False,-0.055833672077855,-1.45428629925072,"New, Low-Spend",False,True,False,False
Male,0,Yes,24,Yes,No,DSL,24,No,1,1,1,0,0,0,True,False,-0.3408762181180675,-1.3545837907029317,"New, Low-Spend",False,True,False,False
Female,0,No,3,Yes,Yes,Fiber optic,20,No,0,0,1,1,1,0,False,True,-1.1960038562387048,-1.4875204687666492,"New, Low-Spend",False,True,False,False
Male,0,No,17,Yes,No,DSL,77,Yes,1,0,1,0,0,1,False,False,-0.62591876415828,0.4068271936413246,"New, High-Spend (At-Risk)",True,False,False,False
Male,0,No,66,Yes,Yes,Fiber optic,69,No,1,0,1,1,1,0,True,False,1.369379058123207,0.1409538375138897,"Loyal, High-Spend",False,False,True,False
Male,0,No,45,Yes,No,DSL,53,No,1,0,1,0,0,0,True,False,0.5142514200025698,-0.3907928747409802,"Loyal, Low-Spend (Stable)",False,False,False,True
Male,0,No,35,Yes,Yes,Fiber optic,92,No,1,0,1,1,1,0,True,False,0.1070477828022663,0.9053397363802652,"New, High-Spend (At-Risk)",True,False,False,False
Male,0,Yes,40,No,No,DSL,40,No,1,1,0,0,0,0,False,True,0.3106496014024181,-0.8228370784480619,"Loyal, Low-Spend (Stable)",False,False,False,True
Female,0,No,10,Yes,Yes,Fiber optic,85,Yes,0,0,1,1,1,1,False,False,-0.9109613101984924,0.6727005497687596,"New, High-Spend (At-Risk)",True,False,False,False
Female,0,No,52,Yes,No,DSL,64,No,0,0,1,0,0,0,True,False,0.7992939660427822,-0.0252170100657571,"Loyal, Low-Spend (Stable)",False,False,False,True
Female,0,No,13,Yes,No,Fiber optic,19,No,0,0,1,0,1,0,False,False,-0.7888002190384014,-1.5207546382825785,"New, Low-Spend",False,True,False,False
Female,1,No,43,Yes,Yes,Fiber optic,90,No,0,0,1,1,1,0,False,False,0.4328106925625091,0.8388713973484064,"Loyal, High-Spend",False,False,True,False
Female,0,No,41,Yes,No,DSL,20,No,0,0,1,0,0,0,False,True,0.3513699651224484,-1.4875204687666492,"Loyal, Low-Spend (Stable)",False,False,False,True
Female,1,No,52,No,No,Fiber optic,50,No,0,0,0,0,1,0,False,False,0.7992939660427822,-0.4904953832887682,"Loyal, Low-Spend (Stable)",False,False,False,True
Female,0,No,71,Yes,No,DSL,93,No,0,0,1,0,0,0,False,True,1.5729808767233588,0.9385739058961944,"Loyal, High-Spend",False,False,True,False
Male,0,No,61,Yes,Yes,Fiber optic,106,No,1,0,1,1,1,0,False,False,1.1657772395230557,1.3706181096032763,"Loyal, High-Spend",False,False,True,False
Female,0,No,26,No,No,DSL,44,No,0,0,0,0,0,0,False,True,-0.2594354906780068,-0.6899004003843444,"New, Low-Spend",False,True,False,False
Male,0,Yes,72,Yes,Yes,Fiber optic,68,No,1,1,1,1,1,0,False,False,1.6137012404433893,0.1077196679979603,"Loyal, High-Spend",False,False,True,False
Female,0,No,42,Yes,Yes,Fiber optic,78,No,0,0,1,1,1,0,True,False,0.3920903288424788,0.4400613631572539,"Loyal, High-Spend",False,False,True,False
Female,0,Yes,57,Yes,No,DSL,65,No,0,1,1,0,0,0,False,False,1.002895784642934,0.0080171594501722,"Loyal, High-Spend",False,False,True,False
Male,0,Yes,9,Yes,Yes,Fiber optic,20,No,1,1,1,1,1,0,False,False,-0.9516816739185228,-1.4875204687666492,"New, Low-Spend",False,True,False,False
Female,0,No,9,Yes,No,DSL,71,Yes,0,0,1,0,0,1,False,False,-0.9516816739185228,0.2074221765457484,"New, High-Spend (At-Risk)",True,False,False,False
Male,0,No,33,Yes,No,DSL,45,No,1,0,1,0,0,0,False,False,0.0256070553622056,-0.6566662308684151,"Loyal, Low-Spend (Stable)",False,False,False,True
Male,0,No,1,Yes,No,Fiber optic,19,No,1,0,1,0,1,0,False,True,-1.2774445836787656,-1.5207546382825785,"New, Low-Spend",False,True,False,False
Female,0,No,7,Yes,Yes,Fiber optic,79,Yes,0,0,1,1,1,1,False,False,-1.0331224013585834,0.4732955326731833,"New, High-Spend (At-Risk)",True,False,False,False
Male,0,No,1,Yes,Yes,DSL,72,Yes,1,0,1,1,0,1,False,True,-1.2774445836787656,0.2406563460616778,"New, High-Spend (At-Risk)",True,False,False,False
Male,0,Yes,65,Yes,No,DSL,20,No,1,1,1,0,0,0,False,False,1.3286586944031769,-1.4875204687666492,"Loyal, Low-Spend (Stable)",False,False,False,True
Male,0,No,10,Yes,No,DSL,86,Yes,1,0,1,0,0,1,True,False,-0.9109613101984924,0.7059347192846889,"New, High-Spend (At-Risk)",True,False,False,False
Male,0,No,70,Yes,Yes,Fiber optic,95,No,1,0,1,1,1,0,False,False,1.5322605130033284,1.0050422449280532,"Loyal, High-Spend",False,False,True,False
Female,0,No,29,Yes,No,DSL,99,Yes,0,0,1,0,0,1,False,False,-0.1372743995179157,1.1379789229917707,"New, High-Spend (At-Risk)",True,False,False,False
Male,0,Yes,21,Yes,No,DSL,104,Yes,1,1,1,0,0,1,False,True,-0.4630373092781585,1.3041497705714176,"New, High-Spend (At-Risk)",True,False,False,False
Male,0,No,1,Yes,No,DSL,91,Yes,1,0,1,0,0,1,False,False,-1.2774445836787656,0.8721055668643357,"New, High-Spend (At-Risk)",True,False,False,False
Male,0,No,5,Yes,No,DSL,20,No,1,0,1,0,0,0,False,False,-1.1145631287986442,-1.4875204687666492,"New, Low-Spend",False,True,False,False
Male,0,No,56,Yes,Yes,DSL,90,No,1,0,1,1,0,0,False,True,0.9621754209229036,0.8388713973484064,"Loyal, High-Spend",False,False,True,False
Male,0,Yes,35,Yes,No,Fiber optic,85,Yes,1,1,1,0,1,1,False,False,0.1070477828022663,0.6727005497687596,"New, High-Spend (At-Risk)",True,False,False,False
Male,0,Yes,10,Yes,No,DSL,20,No,1,1,1,0,0,0,False,True,-0.9109613101984924,-1.4875204687666492,"New, Low-Spend",False,True,False,False
Female,0,No,31,No,No,DSL,50,No,0,0,0,0,0,0,False,True,-0.055833672077855,-0.4904953832887682,"New, Low-Spend",False,True,False,False
Male,1,No,37,Yes,No,Fiber optic,86,Yes,1,0,1,0,1,1,False,False,0.188488510242327,0.7059347192846889,"Loyal, High-Spend",False,False,True,False
Male,1,No,57,Yes,Yes,DSL,95,Yes,1,0,1,1,0,1,False,True,1.002895784642934,1.0050422449280532,"Loyal, High-Spend",False,False,True,False
Female,0,Yes,34,Yes,Yes,DSL,26,No,0,1,1,1,0,0,False,False,0.0663274190822359,-1.288115451671073,"Loyal, Low-Spend (Stable)",False,False,False,True
Female,0,No,3,Yes,Yes,Fiber optic,99,Yes,0,0,1,1,1,1,False,True,-1.1960038562387048,1.1379789229917707,"New, High-Spend (At-Risk)",True,False,False,False
Female,0,No,4,Yes,Yes,Fiber optic,83,No,0,0,1,1,1,0,True,False,-1.1552834925186746,0.6062322107369008,"New, High-Spend (At-Risk)",True,False,False,False
Female,0,No,54,Yes,Yes,DSL,20,No,0,0,1,1,0,0,False,True,0.880734693482843,-1.4875204687666492,"Loyal, Low-Spend (Stable)",False,False,False,True
Male,0,Yes,6,Yes,Yes,Fiber optic,20,No,1,1,1,1,1,0,False,True,-1.0738427650786138,-1.4875204687666492,"New, Low-Spend",False,True,False,False
Male,0,No,22,Yes,No,DSL,60,No,1,0,1,0,0,0,True,False,-0.4223169455581282,-0.1581536881294745,"New, High-Spend (At-Risk)",True,False,False,False
Male,0,No,23,Yes,No,DSL,97,No,1,0,1,0,0,0,False,False,-0.3815965818380978,1.071510583959912,"New, High-Spend (At-Risk)",True,False,False,False
Female,0,No,68,Yes,No,DSL,58,No,0,0,1,0,0,0,True,False,1.4508197855632678,-0.2246220271613333,"Loyal, Low-Spend (Stable)",False,False,False,True
Female,0,Yes,48,Yes,No,DSL,20,No,0,1,1,0,0,0,False,False,0.6364125111626608,-1.4875204687666492,"Loyal, Low-Spend (Stable)",False,False,False,True
Male,0,Yes,34,Yes,No,DSL,21,No,1,1,1,0,0,0,False,False,0.0663274190822359,-1.45428629925072,"Loyal, Low-Spend (Stable)",False,False,False,True
Female,0,No,41,Yes,Yes,Fiber optic,80,No,0,0,1,1,1,0,False,False,0.3513699651224484,0.5065297021891128,"Loyal, High-Spend",False,False,True,False
Male,0,No,9,Yes,Yes,Fiber optic,76,No,1,0,1,1,1,0,True,False,-0.9516816739185228,0.3735930241253952,"New, High-Spend (At-Risk)",True,False,False,False
Female,1,No,18,Yes,No,DSL,104,No,0,0,1,0,0,0,False,True,-0.5851984004382496,1.3041497705714176,"New, High-Spend (At-Risk)",True,False,False,False
Male,0,No,35,Yes,No,DSL,96,No,1,0,1,0,0,0,False,False,0.1070477828022663,1.0382764144439829,"New, High-Spend (At-Risk)",True,False,False,False
Male,0,Yes,55,Yes,No,Fiber optic,79,No,1,1,1,0,1,0,False,False,0.9214550572028734,0.4732955326731833,"Loyal, High-Spend",False,False,True,False
Male,0,No,54,Yes,Yes,Fiber optic,108,No,1,0,1,1,1,0,False,False,0.880734693482843,1.437086448635135,"Loyal, High-Spend",False,False,True,False
Female,1,No,2,Yes,No,DSL,79,Yes,0,0,1,0,0,1,True,False,-1.2367242199587352,0.4732955326731833,"New, High-Spend (At-Risk)",True,False,False,False
Male,0,No,52,Yes,No,DSL,106,No,1,0,1,0,0,0,False,True,0.7992939660427822,1.3706181096032763,"Loyal, High-Spend",False,False,True,False
Male,0,No,72,Yes,Yes,DSL,70,No,1,0,1,1,0,0,False,True,1.6137012404433893,0.174188007029819,"Loyal, High-Spend",False,False,True,False
Male,0,No,9,Yes,No,DSL,70,No,1,0,1,0,0,0,False,False,-0.9516816739185228,0.174188007029819,"New, High-Spend (At-Risk)",True,False,False,False
Female,0,Yes,3,Yes,Yes,Fiber optic,70,No,0,1,1,1,1,0,False,False,-1.1960038562387048,0.174188007029819,"New, High-Spend (At-Risk)",True,False,False,False
Male,1,No,4,Yes,No,Fiber optic,75,No,1,0,1,0,1,0,False,False,-1.1552834925186746,0.3403588546094659,"New, High-Spend (At-Risk)",True,False,False,False
Male,0,Yes,69,Yes,Yes,DSL,76,No,1,1,1,1,0,0,False,True,1.4915401492832985,0.3735930241253952,"Loyal, High-Spend",False,False,True,False
Female,0,Yes,67,No,No,DSL,36,No,0,1,0,0,0,0,True,False,1.4100994218432374,-0.9557737565117794,"Loyal, Low-Spend (Stable)",False,False,False,True
